paleoData_pastName,paleoData_pastId,lipdName,synonym,paleoData_isAssemblage,paleoData_datum,paleoData_summaryStatistic,paleoData_measurementMaterial,paleoData_inferredMaterial,paleoData_method,paleoData_isPrimary,Freq,definition
unspecified margin of error,2196,uncertainty,T_site_std,,,,,temperature,,,2,
,,tycho,tycho,TRUE,,,,,,,1,
unspecified margin of error,2196,uncertainty,tempError,,,,,temperature,,,2,
unspecified margin of error,2196,uncertainty,temperature_error,,,,,temperature,,,1,
unspecified margin of error,2196,uncertainty,JASerror,,,,,temperature,,,1,
unspecified margin of error,2196,uncertainty,UK_error,,,,Uk37,,,,1,
unspecified margin of error,2196,uncertainty,UK37_error,,,,Uk37,,,,1,
unspecified margin of error,2196,uncertainty,A_site_std,,,,,,,,2,
unspecified margin of error,2196,uncertainty,uncertainty,,,,,,,,99,
unspecified margin of error,2196,uncertainty,error,,,,,,,,12,
unspecified margin of error,2196,uncertainty,uncertainty_1,,,,,,,,2,
unspecified margin of error,2196,uncertainty,uncertainty_2,,,,,,,,2,
unspecified margin of error,2196,uncertainty,uncertainty_3,,,,,,,,2,
unspecified margin of error,2196,uncertainty,uncertainty_4,,,,,,,,2,
unspecified margin of error,2196,uncertainty,error1,,,,,,,,2,
unspecified margin of error,2196,uncertainty,error2,,,,,,,,2,
,,V humeralis,V humeralis,TRUE,,,,,,,1,
unspecified margin of error,2196,uncertainty,error3,,,,,,,,2,
unspecified margin of error,2196,uncertainty,err,,,,,,,,1,
unspecified margin of error,2196,uncertainty,range,,,,,,,,1,
unspecified margin of error,2196,uncertainty,TTerror,,,,,,,,1,
unspecified margin of error,2196,uncertainty,Calibration Error,,,,calibration error,,,,1,
unspecified margin of error,2196,uncertainty,C24 Total Unc,,,,C24n-alkanoicAcid,,,,1,
unspecified margin of error,2196,uncertainty,C26 Total Unc,,,,C26n-alkanoicAcid,,,,1,
unspecified margin of error,2196,uncertainty,C28 Total Unc,,,,C28n-alkanoicAcid,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C23 stdev,,,1 sigma,C23,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,stdev C24,,,1 sigma,C24,,,,2,
68% confidence interval margin of error,3444,uncertainty1s,C31 δ13C std dev,,,1 sigma,d13C C31,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C31 δ13C Std Dev,,,1 sigma,d13C C31,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C31d13Csd,,,1 sigma,d13C C31,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C33 δ13C Std Dev,,,1 sigma,d13C C33,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C29 d13C std dev,,,1 sigma,d13C C29,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C31 d13C std dev,,,1 sigma,d13C C31,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C29 δD std dev,,,1 sigma,d2H C29,,,,2,
68% confidence interval margin of error,3444,uncertainty1s,dD std dev,,,1 sigma,d2H,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C23 δD std dev,,,1 sigma,d2H C24,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C24 d2H stdev,,,1 sigma,d2H C24,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C25 δD std dev,,,1 sigma,d2H C25,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C29 δD Std Dev,,,1 sigma,d2H C29,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C29 δD std dev [±],,,1 sigma,d2H C29,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C31 δD std dev,,,1 sigma,d2H C31,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C31 δD Std Dev,,,1 sigma,d2H C31,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C33 δD Std Dev,,,1 sigma,d2H C33,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C29 dD std dev,,,1 sigma,d2H C29,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,StDev C28 dD,,,1 sigma,d2H C28,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,d excess stdev,,,1 sigma,deuteriumExcess,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,MBTsd,,,1 sigma,MBT,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,Mg_Ca_sd,,,1 sigma,Mg/Ca,,,,2,
68% confidence interval margin of error,3444,uncertainty1s,MAP1-sigma,,,1 sigma,,precipitation,,,1,
68% confidence interval margin of error,3444,uncertainty1s,precipitation std,,,1 sigma,,precipitation,,,1,
68% confidence interval margin of error,3444,uncertainty1s,precipitation std (with H-set),,,1 sigma,,precipitation,,,1,
68% confidence interval margin of error,3444,uncertainty1s,WMT1-sigma,,,1 sigma,,temperature,,,1,
68% confidence interval margin of error,3444,uncertainty1s,U371sigmaUncertainty-,,,1 sigma,Uk37,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,CBTsd,,,1 sigma,CBT,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,stdev weighted average,,,1 sigma,,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,SD_anomaly,,,1 sigma,,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,std,,,1 sigma,,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,stdDev,,,1 sigma,,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,stdDev___,,,1 sigma,,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,SE,,,1 sigma,,,,,177,
68% confidence interval margin of error,3444,uncertainty1s,SD,,,1 sigma,,,,,176,
68% confidence interval margin of error,3444,uncertainty1s,stdevC24,,,1 sigma,C24,,,,5,
68% confidence interval margin of error,3444,uncertainty1s,stdevC26,,,1 sigma,C26,,,,5,
68% confidence interval margin of error,3444,uncertainty1s,stdevC28,,,1 sigma,C28,,,,5,
68% confidence interval margin of error,3444,uncertainty1s,from_68,,,1 sigma,,,,,1,
,,Zalutsch,Zalutsch,TRUE,,,,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,2H_dino_1sig,,,1 sigma,,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,to_68,,,1 sigma,,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,stdevC25,,,1 sigma,C25,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,stdevC27,,,1 sigma,C27,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,stdevC29,,,1 sigma,C29,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,stdevC31,,,1 sigma,C31,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,sd,,,1 sigma,,,,,,
68% confidence interval margin of error,3444,uncertainty1s,C30 dD std dev,,,1 sigma,d2H C30,,,,2,
68% confidence interval margin of error,3444,uncertainty1s,C31 dD std dev,,,1 sigma,d2H C31,,,,2,
95% confidence interval margin of error,708,uncertainty2s,MAP2-sigma,,,2 sigma,,precipitation,,,1,
95% confidence interval margin of error,708,uncertainty2s,WMT2-sigma,,,2 sigma,,temperature,,,1,
95% confidence interval margin of error,708,uncertainty2s,from_95,,,2 sigma,,,,,1,
95% confidence interval margin of error,708,uncertainty2s,2 sigma,,,2 sigma,,,,,1,
95% confidence interval margin of error,708,uncertainty2s,to_95,,,2 sigma,,,,,1,
unspecified error upper bound,2197,uncertaintyHigh,SunFracMax,,,,,solarIrradiance,,,2,
unspecified error upper bound,2197,uncertaintyHigh,Acc max,,,max,,accumulation,,,1,
unspecified error upper bound,2197,uncertaintyHigh,ageOld,,,,,age,,FALSE,526,
unspecified error upper bound,2197,uncertaintyHigh,agelinInterpUncertaintyHigh,,,,,age,linInterp,,211,
unspecified error upper bound,2197,uncertaintyHigh,ageBchronUncertaintyHigh,,,,,age,Bchron,,200,
unspecified error upper bound,2197,uncertaintyHigh,agecopRaUncertaintyHigh,,,,,age,copRa,,200,
unspecified error upper bound,2197,uncertaintyHigh,ageStalAgeUncertaintyHigh,,,,,age,StalAge,,153,
unspecified error upper bound,2197,uncertaintyHigh,ageBaconUncertaintyHigh,,,,,age,Bacon,,151,
unspecified error upper bound,2197,uncertaintyHigh,agelinRegUncertaintyHigh,,,,,age,linReg,,81,
unspecified error upper bound,2197,uncertaintyHigh,ageOxCalUncertaintyHigh,,,,,age,OxCal,,58,
unspecified error upper bound,2197,uncertaintyHigh,ageUncertaintyHigh,,,,,age,,,34,
unspecified error upper bound,2197,uncertaintyHigh,AgeOld,,,,,age,,,12,
unspecified error upper bound,2197,uncertaintyHigh,age_max,,,,,age,,,4,
unspecified error upper bound,2197,uncertaintyHigh,cal_age_range_old,,,,,age,,,2,
unspecified error upper bound,2197,uncertaintyHigh,error_older_age,,,,,age,,,1,
unspecified error upper bound,2197,uncertaintyHigh,Age_max,,,,,age,,,1,
unspecified error upper bound,2197,uncertaintyHigh,max age,,,,,age,,,1,
unspecified error upper bound,2197,uncertaintyHigh,max Age,,,,,age,,,1,
unspecified error upper bound,2197,uncertaintyHigh,maxAge,,,,,age,,,1,
unspecified error upper bound,2197,uncertaintyHigh,age max,,,,,age,,,1,
unspecified error upper bound,2197,uncertaintyHigh,age_old,,,,,age,,,1,
unspecified error upper bound,2197,uncertaintyHigh,Chironomid d18O max,,,,chrionomid d18O,,,,1,
unspecified error upper bound,2197,uncertaintyHigh,d18OUncertaintyHigh,,,,d18O,,,,1,
unspecified error upper bound,2197,uncertaintyHigh,D18O+,,,,d18O,,,,,
unspecified error upper bound,2197,uncertaintyHigh,D13C+,,,,d13C,,,,,
unspecified error upper bound,2197,uncertaintyHigh,D18Oivc+,,,,d18O,ice volume corrected,,,,
unspecified error upper bound,2197,uncertaintyHigh,∆RH_upper,,,,,deltaRelativeHumidity,,,1,
unspecified error upper bound,2197,uncertaintyHigh,UncertaintyDust0x5B0x250x5D0x28Plus0x29,,,,dust,,,,4,
unspecified error upper bound,2197,uncertaintyHigh,MaxElevM,,,,elevation,,,,2,
unspecified error upper bound,2197,uncertaintyHigh,meltUncertaintyHigh,,,,,iceMelt,,,1,
unspecified error upper bound,2197,uncertaintyHigh,lakeLevelMax,,,,,lakeLevel,,,118,
unspecified error upper bound,2197,uncertaintyHigh,lakeLevelHi,,,,,lakeLevel,,,7,
unspecified error upper bound,2197,uncertaintyHigh,Pmax,,,,,precipitation,,,6,
unspecified error upper bound,2197,uncertaintyHigh,PanomMaxUncertainty,,,anomaly,,,,,4,
unspecified error upper bound,2197,uncertaintyHigh,PannomMaxUncertainty,,,,,precipitation,,,2,
unspecified error upper bound,2197,uncertaintyHigh,MAP_max,,,,,precipitation,,,1,
unspecified error upper bound,2197,uncertaintyHigh,precip+,,,,,precipitation,,,1,
unspecified error upper bound,2197,uncertaintyHigh,PannomMax,,,anomaly,,precipitation,,,,
unspecified error upper bound,2197,uncertaintyHigh,PanomMax,,,anomaly,,precipitation,,,,
unspecified error upper bound,2197,uncertaintyHigh,max RH,,,,,relativeHumidity,,,1,
unspecified error upper bound,2197,uncertaintyHigh,SAUG_s,,,,,August seawater salinity,,,3,
unspecified error upper bound,2197,uncertaintyHigh,SETE_s,,,,,summer seawater salinity,,,3,
unspecified error upper bound,2197,uncertaintyHigh,SFEV_s,,,,,February seawater salinity,,,3,
unspecified error upper bound,2197,uncertaintyHigh,SHIV_s,,,,,winter seawater salintiy,,,3,
unspecified error upper bound,2197,uncertaintyHigh,IMON1953_s,,,,,seaIce,,,3,
unspecified error upper bound,2197,uncertaintyHigh,TETE_s,,,,,temperature,summer air temperature,,3,
unspecified error upper bound,2197,uncertaintyHigh,TFEV_s,,,,,temperature,February air temperature,,3,
unspecified error upper bound,2197,uncertaintyHigh,THIV_s,,,,,temperature,winter air temperature,,3,
unspecified error upper bound,2197,uncertaintyHigh,tempErrorUpper,,,,,temperature,,,2,
unspecified error upper bound,2197,uncertaintyHigh,JAS+,,,,,temperature,,,1,
unspecified error upper bound,2197,uncertaintyHigh,MAT_max,,,,,temperature,,,1,
unspecified error upper bound,2197,uncertaintyHigh,MATmax,,,,,temperature,,,1,
unspecified error upper bound,2197,uncertaintyHigh,temperatureWarm,,,,,temperature,,,1,
unspecified error upper bound,2197,uncertaintyHigh,tempErrorPlus,,,,,temperature,,,1,
unspecified error upper bound,2197,uncertaintyHigh,WMT_max,,,,,temperature,,,1,
unspecified error upper bound,2197,uncertaintyHigh,WMTmax,,,,,temperature,,,1,
unspecified error upper bound,2197,uncertaintyHigh,TreeCover_max,,,,,treeCover,,,1,
unspecified error upper bound,2197,uncertaintyHigh,ageMax,,,,,,,FALSE,2505,
unspecified error upper bound,2197,uncertaintyHigh,uncertaintyHigh,,,,,,,,67,
unspecified error upper bound,2197,uncertaintyHigh,errorUp,,,,,,,,1,
unspecified error upper bound,2197,uncertaintyHigh,errorUp2,,,,,,,,1,
unspecified error upper bound,2197,uncertaintyHigh,uncertainty_plus,,,,,,,,1,
unspecified error upper bound,2197,uncertaintyHigh,upper band,,,,,,,,1,
unspecified error upper bound,2197,uncertaintyHigh,upperErr,,,,,,,,1,
unspecified error upper bound,2197,uncertaintyHigh,upperErr2,,,,,,,,1,
unspecified error upper bound,2197,uncertaintyHigh,year_old,,,,,year,,,1,
68% confidence interval upper bound,1371,uncertaintyHigh1s,age_y_bp+1s,,,1 sigma,,age,,,1,
68% confidence interval upper bound,1371,uncertaintyHigh1s,Q0.84,,,1 sigma,d2H,,,,1,
68% confidence interval upper bound,1371,uncertaintyHigh1s,"Q0.84, ice volume adjusted",,,1 sigma,,d2H ice volume adjusted,,,1,
68% confidence interval upper bound,1371,uncertaintyHigh1s,"Q0.84, ice volume and vegetation adjusted",,,1 sigma,,d2H ice volume and vegetation adjusted,,,1,
68% confidence interval upper bound,1371,uncertaintyHigh1s,dDP_1s_upper,,,1 sigma,d2H,,,,4,
68% confidence interval upper bound,1371,uncertaintyHigh1s,deltaT + 1 sigma,,,1 sigma,,deltaTemperature,,,2,
68% confidence interval upper bound,1371,uncertaintyHigh1s,p+SD,,,1 sigma,,precipitation,,,2,
68% confidence interval upper bound,1371,uncertaintyHigh1s,P+SD,,,1 sigma,,precipitation,,,1,
68% confidence interval upper bound,1371,uncertaintyHigh1s,precip_1s_uppper,,,1 sigma,,precipitation,,,1,
68% confidence interval upper bound,1371,uncertaintyHigh1s,T+SD,,,1 sigma,,temperature,,,3,
68% confidence interval upper bound,1371,uncertaintyHigh1s,Temperature 1 sigma range high,,,1 sigma,,temperature,,,1,
68% confidence interval upper bound,1371,uncertaintyHigh1s,T.PlusSD,,,1 sigma,,temperature,,,1,
68% confidence interval upper bound,1371,uncertaintyHigh1s,precip_1s_upper,,,1 sigma,,precipitation,,,3,
50% confidence interval upper bound,5831,uncertaintyHigh50,0.25_quantile_dust_flux,,,quantile 25,dust,,flux,,1,
50% confidence interval upper bound,5831,uncertaintyHigh50,Precip dD 75 CI,,,quantile 75,,precip d2H,,,1,
50% confidence interval upper bound,5831,uncertaintyHigh50,0.75_quantile_dust_flux,,,quantile 75,dust,,flux,,1,
90% confidence interval upper bound,496,uncertaintyHigh90,pcpanomCI95,,,quantile 95,,precipitation,,,1,
95% confidence interval upper bound,494,uncertaintyHigh95,age_97.5,,,quantile 97.5,,age,,,1,
95% confidence interval upper bound,494,uncertaintyHigh95,age_calBP95+,,,quantile 97.5,,age,,,2,
95% confidence interval upper bound,494,uncertaintyHigh95,95UpperAge,,,quantile 97.5,,age,,,1,
95% confidence interval upper bound,494,uncertaintyHigh95,age95conMax,,,quantile 97.5,,age,,,1,
95% confidence interval upper bound,494,uncertaintyHigh95,max_age_95,,,quantile 97.5,,age,,,1,
95% confidence interval upper bound,494,uncertaintyHigh95,maxAge95,,,quantile 97.5,,age,,,1,
95% confidence interval upper bound,494,uncertaintyHigh95,d13C_97.5,,,quantile 97.5,d13C,,,,1,
95% confidence interval upper bound,494,uncertaintyHigh95,d18O_97.5,,,quantile 97.5,d18O,,,,1,
95% confidence interval upper bound,494,uncertaintyHigh95,Q0.975,,,quantile 97.5,d2H,,,,1,
95% confidence interval upper bound,494,uncertaintyHigh95,"Q0.975, ice volume adjusted",,,quantile 97.5,,d2H ice volume adjusted,,,1,
95% confidence interval upper bound,494,uncertaintyHigh95,"Q0.975, ice volume and vegetation adjusted",,,quantile 97.5,,d2H ice volume and vegetation adjusted,,,1,
,,Ephedra,Ephedra,TRUE,,,,,,,1,
95% confidence interval upper bound,494,uncertaintyHigh95,0.975_quantile_dust_flux,,Flux,quantile 97.5,dust,,,,1,
95% confidence interval upper bound,494,uncertaintyHigh95,upper95,,,quantile 97.5,,,,,3,
unspecified error lower bound,2198,uncertaintyLow,lowerErr,,,,,,,,1,
unspecified error lower bound,2198,uncertaintyLow,Acc min,,,min,,accumulation,,,1,
unspecified error lower bound,2198,uncertaintyLow,ageMin,,,,,age,,FALSE,2866,
unspecified error lower bound,2198,uncertaintyLow,agelinInterpUncertaintyLow,,,,,age,linInterp,,211,
unspecified error lower bound,2198,uncertaintyLow,ageBchronUncertaintyLow,,,,,age,Bchron,,200,
unspecified error lower bound,2198,uncertaintyLow,agecopRaUncertaintyLow,,,,,age,copRa,,200,
unspecified error lower bound,2198,uncertaintyLow,ageYoung,,,,,age,,,179,
unspecified error lower bound,2198,uncertaintyLow,ageStalAgeUncertaintyLow,,,,,age,StalAge,,153,
unspecified error lower bound,2198,uncertaintyLow,ageBaconUncertaintyLow,,,,,age,Bacon,,151,
unspecified error lower bound,2198,uncertaintyLow,agelinRegUncertaintyLow,,,,,age,linReg,,81,
unspecified error lower bound,2198,uncertaintyLow,ageOxCalUncertaintyLow,,,,,age,OxCal,,58,
unspecified error lower bound,2198,uncertaintyLow,ageUncertaintyLow,,,,,age,,,34,
unspecified error lower bound,2198,uncertaintyLow,age_min,,,,,age,,,4,
unspecified error lower bound,2198,uncertaintyLow,cal_age_range_young,,,,,age,,,2,
unspecified error lower bound,2198,uncertaintyLow,D18O-,,,,d18O,,,,,
unspecified error lower bound,2198,uncertaintyLow,D13C-,,,,d13C,,,,,
unspecified error lower bound,2198,uncertaintyLow,D18Oivc-,,,,d18O,d18O ice volume adjusted,,,,
unspecified error lower bound,2198,uncertaintyLow,error_younger_age,,,,,age,,,1,
unspecified error lower bound,2198,uncertaintyLow,Age_min,,,,,age,,,1,
unspecified error lower bound,2198,uncertaintyLow,min age,,,,,age,,,1,
unspecified error lower bound,2198,uncertaintyLow,min Age,,,,,age,,,1,
unspecified error lower bound,2198,uncertaintyLow,minAge,,,,,age,,,1,
unspecified error lower bound,2198,uncertaintyLow,age min,,,,,age,,,1,
unspecified error lower bound,2198,uncertaintyLow,age_young,,,,,age,,,1,
unspecified error lower bound,2198,uncertaintyLow,Chironomid d18O min,,,,chironomid d18O,,,,1,
unspecified error lower bound,2198,uncertaintyLow,d18OUncertaintyLow,,,,d18O,,,,1,
unspecified error lower bound,2198,uncertaintyLow,∆RH_lower,,,,,deltaRelativeHumidity,,,1,
unspecified error lower bound,2198,uncertaintyLow,UncertaintyDust0x5B0x250x5D0x28Minus0x29,,,,dust,,,,4,
unspecified error lower bound,2198,uncertaintyLow,MinElevM,,,,,elevation,,,2,
unspecified error lower bound,2198,uncertaintyLow,meltUncertaintyLow,,,,,iceMelt,,,1,
unspecified error lower bound,2198,uncertaintyLow,lakeLevelMin,,,,,lakeLevel,,,95,
unspecified error lower bound,2198,uncertaintyLow,lakeLevelLo,,,,,lakeLevel,,,7,
unspecified error lower bound,2198,uncertaintyLow,Pmin,,,,,precipitation,,,6,
unspecified error lower bound,2198,uncertaintyLow,PanomMinUncertainty,,,anomaly,,precipitation,,,4,
unspecified error lower bound,2198,uncertaintyLow,PannomMinUncertainty,,,,,precipitation,,,2,
unspecified error lower bound,2198,uncertaintyLow,MAP_min,,,,,precipitation,,,1,
unspecified error lower bound,2198,uncertaintyLow,precip-,,,,,precipitation,,,1,
unspecified error lower bound,2198,uncertaintyLow,PannomMin,,,,,precipitation,,,,
unspecified error lower bound,2198,uncertaintyLow,PanomMin,,,,,precipitation,,,,
unspecified error lower bound,2198,uncertaintyLow,min RH,,,,,relativeHumidity,,,1,
unspecified error lower bound,2198,uncertaintyLow,SAUG_i,,,,,August seawater salinity,,,3,
unspecified error lower bound,2198,uncertaintyLow,SETE_i,,,,,summer seawater salinity,,,3,
unspecified error lower bound,2198,uncertaintyLow,SFEV_i,,,,,February seawater salinity,,,3,
unspecified error lower bound,2198,uncertaintyLow,SHIV_i,,,,,winter seawater salinity,,,3,
unspecified error lower bound,2198,uncertaintyLow,IMON1953_i,,,,,seaIce,,,3,
unspecified error lower bound,2198,uncertaintyLow,TETE_i,,,,,temperature,summer air temperature,,3,
unspecified error lower bound,2198,uncertaintyLow,TFEV_i,,,,,temperature,February air temperature,,3,
unspecified error lower bound,2198,uncertaintyLow,THIV_i,,,,,temperature,winter air temperature,,3,
unspecified error lower bound,2198,uncertaintyLow,tempErrorLower,,,,,temperature,,,2,
unspecified error lower bound,2198,uncertaintyLow,JAS-,,,,,temperature,,,1,
,,Poaceae,Poaceae,TRUE,,,,,,,1,
unspecified error lower bound,2198,uncertaintyLow,MAT_min,,,,,temperature,,,1,
unspecified error lower bound,2198,uncertaintyLow,MATmin,,,,,temperature,,,1,
unspecified error lower bound,2198,uncertaintyLow,temperatureCold,,,,,temperature,,,1,
unspecified error lower bound,2198,uncertaintyLow,WMT_min,,,,,temperature,,,1,
unspecified error lower bound,2198,uncertaintyLow,WMTmin,,,,,temperature,,,1,
unspecified error lower bound,2198,uncertaintyLow,TreeCover_min,,,,,treeCover,,,1,
unspecified error lower bound,2198,uncertaintyLow,uncertaintyLow,,,,,,,,65,
unspecified error lower bound,2198,uncertaintyLow,errorLow,,,,,,,,1,
unspecified error lower bound,2198,uncertaintyLow,errorLow2,,,,,,,,1,
unspecified error lower bound,2198,uncertaintyLow,undertainty_minus,,,,,,,,1,
unspecified error lower bound,2198,uncertaintyLow,yearBottom,,,,,year,,,1,
unspecified error upper bound,2198,uncertaintyLow,SunFracMin,,,,,sun,,,2,
unspecified error upper bound,2198,uncertaintyLow,yearTop,,,,,year,,,1,
68% confidence interval lower bound,1370,uncertaintyLow1s,age_y_bp-1s,,,1 sigma,age,,,,1,
68% confidence interval lower bound,1370,uncertaintyLow1s,Q0.16,,,quantile 16,d2H,,,,1,
68% confidence interval lower bound,1370,uncertaintyLow1s,"Q0.16, ice volume adjusted",,,quantile 16,,d2H ice volume adjusted,,,1,
68% confidence interval lower bound,1370,uncertaintyLow1s,"Q0.16, ice volume and vegetation adjusted",,,quantile 16,,d2H ice volume and vegetation adjusted,,,1,
68% confidence interval lower bound,1370,uncertaintyLow1s,dDP_1s_lower,,,1 sigma,d2H,,,,4,
68% confidence interval lower bound,1370,uncertaintyLow1s,deltaT - 1 sigma,,,1 sigma,,deltaTemperature,,,2,
68% confidence interval lower bound,1370,uncertaintyLow1s,precip_1s_lower,,,1 sigma,,precipitation,,,4,
68% confidence interval lower bound,1370,uncertaintyLow1s,p-SD,,,1 sigma,,precipitation,,,2,
68% confidence interval lower bound,1370,uncertaintyLow1s,P-SD,,,1 sigma,,precipitation,,,1,
68% confidence interval lower bound,1370,uncertaintyLow1s,T.MinusSD,,,1 sigma,,precipitation,,,1,
68% confidence interval lower bound,1370,uncertaintyLow1s,T-SD,,,1 sigma,,temperature,,,3,
68% confidence interval lower bound,1370,uncertaintyLow1s,Temperature 1 sigma range low,,,1 sigma,,temperature,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C25 stdev,,,1 sigma,C25,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,stdev C26,,,1 sigma,C26,,,,2,
68% confidence interval margin of error,3444,uncertainty1s,C27 stdev,,,1 sigma,C27,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,stdev C28,,,1 sigma,C28,,,,2,
68% confidence interval margin of error,3444,uncertainty1s,C29 stdev,,,1 sigma,C29,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,d13C_C31_sd,,,1 sigma,d13C C31,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C29 δ13C std dev,,,1 sigma,d13C C29,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C29 δ13C Std Dev,,,1 sigma,d13C C29,,,,1,
68% confidence interval margin of error,3444,uncertainty1s,C29 δ13C std dev [±],,,1 sigma,d13C C29,,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,lowerErr2,,,2 sigma,,,,,1,
90% confidence interval lower bound,497,uncertaintyLow90,age_5thpercentile,,,quantile 5,,age,,,1,
90% confidence interval upper bound,497,uncertaintyLow90,age_95thpercentile,,,quantile 95,,age,,,1,
90% confidence interval upper bound,497,uncertaintyLow90,age97.5,,,quantile 97.5,,age,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,pcpanomCI5,,,quantile 5,,precipitation,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,age_2.5,,,quantile 2.5,,age,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,age2.5,,,quantile 2.5,,age,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,age_calBP95-,,,quantile 2.5,,age,,,2,
95% confidence interval lower bound,495,uncertaintyLow95,95LowerAge,,,quantile 2.5,,age,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,age95ConfMin,,,quantile 2.5,,age,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,minAge95,,,quantile 2.5,,age,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,d13C_2.5,,,quantile 2.5,d13C,,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,d18O_2.5,,,quantile 2.5,d18O,,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,Q0.025,,,quantile 2.5,d2H,,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,"Q0.025, ice volume adjusted",,,quantile 2.5,,d2H ice volume adjusted,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,"Q0.025, ice volume and vegetation adjusted",,,quantile 2.5,,d2H ice volume and vegetation adjusted,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,Precip dD 25 CI,,,quantile 2.5,d2H,,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,0.025_quantile_dust_flux,,Flux,quantile 2.5,dust,,,,1,
95% confidence interval lower bound,495,uncertaintyLow95,lower95,,,quantile 2.5,,,,,3,
Upwelling Index,4771,upwelling,upwelling,,,,,,,,6,
missing,missing,treeCover,TreeCover,,,,,,,,1,
uranium,928,uranium,U,,,,,,,,2,
vanadium,930,V,ppm V,,,,,,,,1,
vanadium/aluminum,2428,V/Al,V/Al,,,,,,,,1,
varve thickness,1630,varveThickness,Varve thickness,,,,varve,,,,1,
varve thickness,1630,varveThickness,Varve_width,,,,varve,,,,1,
varve thickness,1630,varveThickness,varveThickness,,,,,,,,1,
volume,608,volume,Samp vol,,,,,,,,1,
water content,3313,waterContent,waterContent,,,,,,,,3,
water table depth,1398,waterTableDepth,Water Table,,,,,,,,1,
water table depth,1398,waterTableDepth,Water Table Detrended,,,,,,detrended,,1,
water table depth,1398,waterTableDepth,water wm,,,,,,,,1,
water table depth,1398,waterTableDepth,water_table_depth,,,,,,,,1,
water table depth,1398,waterTableDepth,Water_tableDepth,,,,,,,,1,
missing,missing,wetBulkDensity,WetBD,,,,,,,,1,
missing,missing,wetBulkDensity,wetBulkDensity,,,,,,,,1,
yttrium,293,Y,ppm Y,,,,,,,,1,
year,273,year,year,,,,,,,TRUE,2093,
year,273,year,Year,,,,,,,,6,
year,273,year,year start,,,,,,,,3,
year,273,year,age_CE,,,,,,,FALSE,1,
year,273,year,Recon0x2EDate,,,,,,,FALSE,1,
year,273,year,yearRounded,,,rounded,,,,,1,
year,273,year,yearEnsemble,,,,,,,,1,
year,273,year,Year b2k,,,,,,,,1,
zinc,315,Zn,ppm Zn,,,,,,,,1,
zirconium,1022,Zr,Zr,,,,,,,,4,
